Nombre;Cuit;Especialidad;Planes;Email;Telefono;Direccion;Provincia;localidad;CP;Habilitado;codificada
VER;30716095807;OPTICA;OSMISS-150;;0358-4051614/ 4051115;Gral. Paz 184;Córdoba;GENERAL DEHEZA;5923;No;NO
VER;30716095807;OPTICA;OSMISS-200;;0358-4051614/ 4051115;Gral. Paz 184;Córdoba;GENERAL DEHEZA;5923;No;NO
VERA VERA, LINA;27922802101;GINECOLOGIA;OSMISS-100;ncarodesoza@hotmail.com;4652-2815;ROQUE SAENZ PEÑA  4292;Buenos Aires;LA TABLADA;1751;Si;NO
VERA VERA, LINA;27922802101;OBSTETRICIA;OSMISS-100;ncarodesoza@hotmail.com;4652-2815;ROQUE SAENZ PEÑA  4292;Buenos Aires;LA TABLADA;1751;Si;NO
VERA VERA, LINA;27922802101;GINECOLOGIA;OSMISS-150;ncarodesoza@hotmail.com;4652-2815;ROQUE SAENZ PEÑA  4292;Buenos Aires;LA TABLADA;1751;Si;NO
VERA VERA, LINA;27922802101;OBSTETRICIA;OSMISS-150;ncarodesoza@hotmail.com;4652-2815;ROQUE SAENZ PEÑA  4292;Buenos Aires;LA TABLADA;1751;Si;NO
VERA VERA, LINA;27922802101;GINECOLOGIA;OSMISS-200;ncarodesoza@hotmail.com;4652-2815;ROQUE SAENZ PEÑA  4292;Buenos Aires;LA TABLADA;1751;Si;NO
VERA VERA, LINA;27922802101;OBSTETRICIA;OSMISS-200;ncarodesoza@hotmail.com;4652-2815;ROQUE SAENZ PEÑA  4292;Buenos Aires;LA TABLADA;1751;Si;NO
VERDECCHIA,LILIANA MARIA;30657420642;DIAGNOSTICO POR IMAGENES;OSMISS-100;;4290-4698;GRAL. RODRIGUEZ 158;Buenos Aires;MONTE GRANDE;1846;Si;NO
VERDECCHIA,LILIANA MARIA;30657420642;DIAGNOSTICO POR IMAGENES;OSMISS-150;;4290-4698;GRAL. RODRIGUEZ 158;Buenos Aires;MONTE GRANDE;1846;Si;NO
VERDECCHIA,LILIANA MARIA;30657420642;DIAGNOSTICO POR IMAGENES;OSMISS-200;;4290-4698;GRAL. RODRIGUEZ 158;Buenos Aires;MONTE GRANDE;1846;Si;NO
VERDI MIRTA;30657420642;DERMATOLOGIA;OSMISS-100;;738-4795;ALMIRANTE BROWN 3635;Buenos Aires;VILLA BALLESTER;;Si;NO
VERDI MIRTA;30657420642;DERMATOLOGIA;OSMISS-150;;738-4795;ALMIRANTE BROWN 3635;Buenos Aires;VILLA BALLESTER;;Si;NO
VERDI MIRTA;30657420642;DERMATOLOGIA;OSMISS-200;;738-4795;ALMIRANTE BROWN 3635;Buenos Aires;VILLA BALLESTER;;Si;NO
VERIS ANA;30657420642;GERIATRIA;OSMISS-100;;11-5867-3503;ARENALES-1511-18-C;Buenos Aires;FLORIDA;;Si;NO
VERIS ANA;30657420642;GERIATRIA;OSMISS-150;;11-5867-3503;ARENALES-1511-18-C;Buenos Aires;FLORIDA;;Si;NO
VERIS ANA;30657420642;GERIATRIA;OSMISS-200;;11-5867-3503;ARENALES-1511-18-C;Buenos Aires;FLORIDA;;Si;NO
VEROLI,DANIELA PAULA;30657420642;OBSTETRICIA;OSMISS-100;;4245-1212;PEREYRA LUCENA 360;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VEROLI,DANIELA PAULA;30657420642;OBSTETRICIA;OSMISS-150;;4245-1212;PEREYRA LUCENA 360;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VEROLI,DANIELA PAULA;30657420642;OBSTETRICIA;OSMISS-200;;4245-1212;PEREYRA LUCENA 360;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VETRANO RAFAEL;30657420642;GINECOLOGIA;OSMISS-100;;5298-6350;MARTIN Y OMAR-352-1-;Buenos Aires;SAN ISIDRO;;Si;NO
VETRANO RAFAEL;30657420642;GINECOLOGIA;OSMISS-150;;5298-6350;MARTIN Y OMAR-352-1-;Buenos Aires;SAN ISIDRO;;Si;NO
VETRANO RAFAEL;30657420642;GINECOLOGIA;OSMISS-200;;5298-6350;MARTIN Y OMAR-352-1-;Buenos Aires;SAN ISIDRO;;Si;NO
VIANELLI,DIEGO SEBASTIAN;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-100;;4392-3001;H. YRIGOYEN 9483;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VIANELLI,DIEGO SEBASTIAN;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-150;;4392-3001;H. YRIGOYEN 9483;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VIANELLI,DIEGO SEBASTIAN;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;4392-3001;H. YRIGOYEN 9483;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VICTORIA;30716095807;OPTICA;OSMISS-100;;0230-4434703;Tucumán 524;;;;No;NO
VICTORIA;30716095807;OPTICA;OSMISS-150;;0230-4434703;Tucumán 524;;;;No;NO
VICTORIA;30716095807;OPTICA;OSMISS-200;;0230-4434703;Tucumán 524;;;;No;NO
VIDAL PROSPERO, M. DEL ROSARIO;27183928150;ONCOLOGIA;OSMISS-100;;11-3829-3599;BELGRANO-829-PB-A;Buenos Aires;MORON;;Si;NO
VIDAL PROSPERO, M. DEL ROSARIO;27183928150;ONCOLOGIA;OSMISS-150;;11-3829-3599;BELGRANO-829-PB-A;Buenos Aires;MORON;;Si;NO
VIDAL PROSPERO, M. DEL ROSARIO;27183928150;ONCOLOGIA;OSMISS-200;;11-3829-3599;BELGRANO-829-PB-A;Buenos Aires;MORON;;Si;NO
VIDAL, RENE ANTONIO;20052201927;FLEBOLOGIA;OSMISS-100;;4290-2047;ARANA-242;Buenos Aires;MONTE GRANDE;;Si;NO
VIDAL, RENE ANTONIO;20052201927;FLEBOLOGIA;OSMISS-150;;4290-2047;ARANA-242;Buenos Aires;MONTE GRANDE;;Si;NO
VIDAL, RENE ANTONIO;20052201927;FLEBOLOGIA;OSMISS-200;;4290-2047;ARANA-242;Buenos Aires;MONTE GRANDE;;Si;NO
VIETTI,CARLA MARIA;30657420642;MEDICINA NUCLEAR;OSMISS-100;;4239-8045/8000;AV. ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VIETTI,CARLA MARIA;30657420642;MEDICINA NUCLEAR;OSMISS-150;;4239-8045/8000;AV. ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VIETTI,CARLA MARIA;30657420642;MEDICINA NUCLEAR;OSMISS-200;;4239-8045/8000;AV. ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VIGLIOLA LEONARDO;20265168524;CLINICA MEDICA;OSMISS-100;lvigliola@gmail.com;4454-7999;BLANCO ENCALADA  663;Buenos Aires;VILLA MADERO;1768;Si;NO
VIGLIOLA LEONARDO;20265168524;CLINICA MEDICA;OSMISS-150;lvigliola@gmail.com;4454-7999;BLANCO ENCALADA  663;Buenos Aires;VILLA MADERO;1768;Si;NO
VIGLIOLA LEONARDO;20265168524;CLINICA MEDICA;OSMISS-200;lvigliola@gmail.com;4454-7999;BLANCO ENCALADA  663;Buenos Aires;VILLA MADERO;1768;Si;NO
VIGLIONE CARLOS EDGARDO;20110371552;CARDIOLOGIA;OSMISS-100;carlosviglione54@gmail.com;4658-2760;AV. SAN MARIN  141  P.3;Buenos Aires;RAMOS MEJIA;;Si;NO
VIGLIONE CARLOS EDGARDO;20110371552;CARDIOLOGIA;OSMISS-150;carlosviglione54@gmail.com;4658-2760;AV. SAN MARIN  141  P.3;Buenos Aires;RAMOS MEJIA;;Si;NO
VIGLIONE CARLOS EDGARDO;20110371552;CARDIOLOGIA;OSMISS-200;carlosviglione54@gmail.com;4658-2760;AV. SAN MARIN  141  P.3;Buenos Aires;RAMOS MEJIA;;Si;NO
VIGNOLI GERMAN CLAUDIO;20081183539;CLINICA MEDICA;OSMISS-100;germanvignoli@yahoo.com.ar;4654-7605;AV.SAN MARTIN  164  P.10  D.A;Buenos Aires;RAMOS MEJIA;;Si;NO
VIGNOLI GERMAN CLAUDIO;20081183539;CLINICA MEDICA;OSMISS-150;germanvignoli@yahoo.com.ar;4654-7605;AV.SAN MARTIN  164  P.10  D.A;Buenos Aires;RAMOS MEJIA;;Si;NO
VIGNOLI GERMAN CLAUDIO;20081183539;CLINICA MEDICA;OSMISS-200;germanvignoli@yahoo.com.ar;4654-7605;AV.SAN MARTIN  164  P.10  D.A;Buenos Aires;RAMOS MEJIA;;Si;NO
VIGO RODOLFO;30657420642;OFTALMOLOGIA;OSMISS-100;;4743/0268;CHACABUCO-    630;Buenos Aires;VICTORIA;;Si;NO
VIGO RODOLFO;30657420642;OFTALMOLOGIA;OSMISS-150;;4743/0268;CHACABUCO-    630;Buenos Aires;VICTORIA;;Si;NO
VIGO RODOLFO;30657420642;OFTALMOLOGIA;OSMISS-200;;4743/0268;CHACABUCO-    630;Buenos Aires;VICTORIA;;Si;NO
VILANOVA, MARCELO ADRIAN;20217717796;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-100;;4290-2950;AMEGHINO-431;Buenos Aires;MONTE GRANDE;;Si;NO
VILANOVA, MARCELO ADRIAN;20217717796;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-150;;4290-2950;AMEGHINO-431;Buenos Aires;MONTE GRANDE;;Si;NO
VILANOVA, MARCELO ADRIAN;20217717796;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;4290-2950;AMEGHINO-431;Buenos Aires;MONTE GRANDE;;Si;NO
VILARIÑO,MARIA SOLEDAD;30657420642;OFTALMOLOGIA;OSMISS-100;;6086-5033/153-219-6538;AV.MEEKS 71-1-;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VILARIÑO,MARIA SOLEDAD;30657420642;OFTALMOLOGIA;OSMISS-150;;6086-5033/153-219-6538;AV.MEEKS 71-1-;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VILARIÑO,MARIA SOLEDAD;30657420642;OFTALMOLOGIA;OSMISS-200;;6086-5033/153-219-6538;AV.MEEKS 71-1-;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VILELA;30571614622;FARMACIA;OSMISS-100;nataliaschinner@farmaciasvilela.com.ar;4484-7669;AV. DR. IGNACIO ARIETA 3230;Buenos Aires;SAN JUSTO;2665;Si;NO
VILELA;30571614622;FARMACIA;OSMISS-150;nataliaschinner@farmaciasvilela.com.ar;4484-7669;AV. DR. IGNACIO ARIETA 3230;Buenos Aires;SAN JUSTO;2665;Si;NO
VILELA;30571614622;FARMACIA;OSMISS-200;nataliaschinner@farmaciasvilela.com.ar;4484-7669;AV. DR. IGNACIO ARIETA 3230;Buenos Aires;SAN JUSTO;2665;Si;NO
VILLA ABRILLE OKOMSKI, PABLO E.;20188185453;OFTALMOLOGIA;OSMISS-100;doc_peva@hotmail.com;4652-4809;LISANDRO DE LA TORRE  498;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VILLA ABRILLE OKOMSKI, PABLO E.;20188185453;OFTALMOLOGIA;OSMISS-150;doc_peva@hotmail.com;4652-4809;LISANDRO DE LA TORRE  498;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VILLA ABRILLE OKOMSKI, PABLO E.;20188185453;OFTALMOLOGIA;OSMISS-200;doc_peva@hotmail.com;4652-4809;LISANDRO DE LA TORRE  498;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VILLA ANDRES MIGUEL;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-100;;4732-4437;LAPRIDA-     67;Buenos Aires;SAN ISIDRO;;Si;NO
VILLA ANDRES MIGUEL;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-150;;4732-4437;LAPRIDA-     67;Buenos Aires;SAN ISIDRO;;Si;NO
VILLA ANDRES MIGUEL;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;4732-4437;LAPRIDA-     67;Buenos Aires;SAN ISIDRO;;Si;NO
VILLAGRAN EUDORO;20172770135;OFTALMOLOGIA;OSMISS-100;eudoro.villagran@gmail.com;11-5322-9436;ENTRE RIOS  2942  P.4  D.C;Buenos Aires;SAN JUSTO;;Si;NO
VILLAGRAN EUDORO;20172770135;OFTALMOLOGIA;OSMISS-150;eudoro.villagran@gmail.com;11-5322-9436;ENTRE RIOS  2942  P.4  D.C;Buenos Aires;SAN JUSTO;;Si;NO
VILLAGRAN EUDORO;20172770135;OFTALMOLOGIA;OSMISS-200;eudoro.villagran@gmail.com;11-5322-9436;ENTRE RIOS  2942  P.4  D.C;Buenos Aires;SAN JUSTO;;Si;NO
VILLALBA PABLO;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-100;;4766-0983;BULNES-     60;Buenos Aires;BOULOGNE;;Si;NO
VILLALBA PABLO;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-150;;4766-0983;BULNES-     60;Buenos Aires;BOULOGNE;;Si;NO
VILLALBA PABLO;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;4766-0983;BULNES-     60;Buenos Aires;BOULOGNE;;Si;NO
VILLALBA,NESTOR JAVIER;30657420642;CLINICA MEDICA;OSMISS-100;;4239-8000;AV.ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLALBA,NESTOR JAVIER;30657420642;GASTROENTEROLOGIA;OSMISS-100;;4239-8000;AV.ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLALBA,NESTOR JAVIER;30657420642;CLINICA MEDICA;OSMISS-150;;4239-8000;AV.ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLALBA,NESTOR JAVIER;30657420642;GASTROENTEROLOGIA;OSMISS-150;;4239-8000;AV.ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLALBA,NESTOR JAVIER;30657420642;CLINICA MEDICA;OSMISS-200;;4239-8000;AV.ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLALBA,NESTOR JAVIER;30657420642;GASTROENTEROLOGIA;OSMISS-200;;4239-8000;AV.ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLALOBOS ROJAS, EDUARDO E.;20319446274;CIRUGIA GENERAL;OSMISS-100;eevr1985@hotmail.com;4616-8800;AV. MOSCONI  1612;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VILLALOBOS ROJAS, EDUARDO E.;20319446274;CIRUGIA GENERAL;OSMISS-150;eevr1985@hotmail.com;4616-8800;AV. MOSCONI  1612;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VILLALOBOS ROJAS, EDUARDO E.;20319446274;CIRUGIA GENERAL;OSMISS-200;eevr1985@hotmail.com;4616-8800;AV. MOSCONI  1612;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VILLALOBOS ROJAS, EDUARDO E. - RAMOS MEJIA;20319446274;CIRUGIA GENERAL;OSMISS-100;eevr1985@hotmail.com;4656-5656;AV. DE MAYO  565  P.2;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLALOBOS ROJAS, EDUARDO E. - RAMOS MEJIA;20319446274;CIRUGIA GENERAL;OSMISS-150;eevr1985@hotmail.com;4656-5656;AV. DE MAYO  565  P.2;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLALOBOS ROJAS, EDUARDO E. - RAMOS MEJIA;20319446274;CIRUGIA GENERAL;OSMISS-200;eevr1985@hotmail.com;4656-5656;AV. DE MAYO  565  P.2;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLAN, CAROLA PAOLA;27238046233;CLINICA MEDICA;OSMISS-100;;156-711-5858;GARAY-1197;Buenos Aires;HURLINGHAM;;Si;NO
VILLAN, CAROLA PAOLA;27238046233;CLINICA MEDICA;OSMISS-150;;156-711-5858;GARAY-1197;Buenos Aires;HURLINGHAM;;Si;NO
VILLAN, CAROLA PAOLA;27238046233;CLINICA MEDICA;OSMISS-200;;156-711-5858;GARAY-1197;Buenos Aires;HURLINGHAM;;Si;NO
VILLANUEVA, MARCELO EDUARDO;20120212940;GINECOLOGIA;OSMISS-100;;4627-1288;CARLOS CASARES-1025-1-E;Buenos Aires;CASTELAR;;Si;NO
VILLANUEVA, MARCELO EDUARDO;20120212940;GINECOLOGIA;OSMISS-150;;4627-1288;CARLOS CASARES-1025-1-E;Buenos Aires;CASTELAR;;Si;NO
VILLANUEVA, MARCELO EDUARDO;20120212940;GINECOLOGIA;OSMISS-200;;4627-1288;CARLOS CASARES-1025-1-E;Buenos Aires;CASTELAR;;Si;NO
VILLAR, JUAN PABLO;23246187959;GINECOLOGIA;OSMISS-100;;11-2163-6336;OLAZABAL-1044-4-402;Buenos Aires;ITUZAINGO;;Si;NO
VILLAR, JUAN PABLO;23246187959;GINECOLOGIA;OSMISS-150;;11-2163-6336;OLAZABAL-1044-4-402;Buenos Aires;ITUZAINGO;;Si;NO
VILLAR, JUAN PABLO;23246187959;GINECOLOGIA;OSMISS-200;;11-2163-6336;OLAZABAL-1044-4-402;Buenos Aires;ITUZAINGO;;Si;NO
VILLAR,NICOLAS HORACIO;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-100;;4239-8000;ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLAR,NICOLAS HORACIO;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-150;;4239-8000;ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLAR,NICOLAS HORACIO;30657420642;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;;4239-8000;ALMIRANTE BROWN 2779;Buenos Aires;TEMPERLEY;;Si;NO
VILLAREJO NESTOR DOMINGO;20121283930;CIRUGIA GENERAL;OSMISS-100;ndvillarejo@gmail.com;4659-9191;BERMUDEZ  2895;Buenos Aires;VILLA LUZURIAGA;;Si;NO
VILLAREJO NESTOR DOMINGO;20121283930;NEUROLOGIA;OSMISS-100;ndvillarejo@gmail.com;4659-9191;BERMUDEZ  2895;Buenos Aires;VILLA LUZURIAGA;;Si;NO
VILLAREJO NESTOR DOMINGO;20121283930;CIRUGIA GENERAL;OSMISS-150;ndvillarejo@gmail.com;4659-9191;BERMUDEZ  2895;Buenos Aires;VILLA LUZURIAGA;;Si;NO
VILLAREJO NESTOR DOMINGO;20121283930;NEUROLOGIA;OSMISS-150;ndvillarejo@gmail.com;4659-9191;BERMUDEZ  2895;Buenos Aires;VILLA LUZURIAGA;;Si;NO
VILLAREJO NESTOR DOMINGO;20121283930;CIRUGIA GENERAL;OSMISS-200;ndvillarejo@gmail.com;4659-9191;BERMUDEZ  2895;Buenos Aires;VILLA LUZURIAGA;;Si;NO
VILLAREJO NESTOR DOMINGO;20121283930;NEUROLOGIA;OSMISS-200;ndvillarejo@gmail.com;4659-9191;BERMUDEZ  2895;Buenos Aires;VILLA LUZURIAGA;;Si;NO
VILLAREJO NESTOR DOMINGO - RAMOS MEJIA;20121283930;CIRUGIA GENERAL;OSMISS-100;ndvillarejo@gmail.com;4469-1759;ROSALES  381;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLAREJO NESTOR DOMINGO - RAMOS MEJIA;20121283930;NEUROLOGIA;OSMISS-100;ndvillarejo@gmail.com;4469-1759;ROSALES  381;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLAREJO NESTOR DOMINGO - RAMOS MEJIA;20121283930;CIRUGIA GENERAL;OSMISS-150;ndvillarejo@gmail.com;4469-1759;ROSALES  381;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLAREJO NESTOR DOMINGO - RAMOS MEJIA;20121283930;NEUROLOGIA;OSMISS-150;ndvillarejo@gmail.com;4469-1759;ROSALES  381;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLAREJO NESTOR DOMINGO - RAMOS MEJIA;20121283930;CIRUGIA GENERAL;OSMISS-200;ndvillarejo@gmail.com;4469-1759;ROSALES  381;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLAREJO NESTOR DOMINGO - RAMOS MEJIA;20121283930;NEUROLOGIA;OSMISS-200;ndvillarejo@gmail.com;4469-1759;ROSALES  381;Buenos Aires;RAMOS MEJIA;;Si;NO
VILLEGAS ESTELLA MARIS;23110364334;CLINICA MEDICA;OSMISS-100;emvillegas@intramed.net;11-3199-3170;CONDARCO  4715;Buenos Aires;ISIDRO CASANOVA;;Si;NO
VILLEGAS ESTELLA MARIS;23110364334;INFECTOLOGIA;OSMISS-100;emvillegas@intramed.net;11-3199-3170;CONDARCO  4715;Buenos Aires;ISIDRO CASANOVA;;Si;NO
VILLEGAS ESTELLA MARIS;23110364334;CLINICA MEDICA;OSMISS-150;emvillegas@intramed.net;11-3199-3170;CONDARCO  4715;Buenos Aires;ISIDRO CASANOVA;;Si;NO
VILLEGAS ESTELLA MARIS;23110364334;INFECTOLOGIA;OSMISS-150;emvillegas@intramed.net;11-3199-3170;CONDARCO  4715;Buenos Aires;ISIDRO CASANOVA;;Si;NO
VILLEGAS ESTELLA MARIS;23110364334;CLINICA MEDICA;OSMISS-200;emvillegas@intramed.net;11-3199-3170;CONDARCO  4715;Buenos Aires;ISIDRO CASANOVA;;Si;NO
VILLEGAS ESTELLA MARIS;23110364334;INFECTOLOGIA;OSMISS-200;emvillegas@intramed.net;11-3199-3170;CONDARCO  4715;Buenos Aires;ISIDRO CASANOVA;;Si;NO
VILLEGAS, JOAQUIN ANTONIO;23108977639;GINECOLOGIA;OSMISS-100;;4627-5441;25 DE MAYO-257-2-A;Buenos Aires;MORON;;Si;NO
VILLEGAS, JOAQUIN ANTONIO;23108977639;GINECOLOGIA;OSMISS-150;;4627-5441;25 DE MAYO-257-2-A;Buenos Aires;MORON;;Si;NO
VILLEGAS, JOAQUIN ANTONIO;23108977639;GINECOLOGIA;OSMISS-200;;4627-5441;25 DE MAYO-257-2-A;Buenos Aires;MORON;;Si;NO
VILMAUX MABEL LILIANA;27116358242;CLINICA MEDICA;OSMISS-100;mvilmaux@hotmail.com;4651-7853;MARMOL  3543;Buenos Aires;SAN JUSTO;;Si;NO
VILMAUX MABEL LILIANA;27116358242;CLINICA MEDICA;OSMISS-150;mvilmaux@hotmail.com;4651-7853;MARMOL  3543;Buenos Aires;SAN JUSTO;;Si;NO
VILMAUX MABEL LILIANA;27116358242;CLINICA MEDICA;OSMISS-200;mvilmaux@hotmail.com;4651-7853;MARMOL  3543;Buenos Aires;SAN JUSTO;;Si;NO
VIÑA ANALIA LORENA;27217387375;ODONTOPEDIATRIA;OSMISS-100;tierradeosos@gmail.com;4657-7577;HOMERO  5  P.1  D.A;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VIÑA ANALIA LORENA;27217387375;ODONTOPEDIATRIA;OSMISS-150;tierradeosos@gmail.com;4657-7577;HOMERO  5  P.1  D.A;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VIÑA ANALIA LORENA;27217387375;ODONTOPEDIATRIA;OSMISS-200;tierradeosos@gmail.com;4657-7577;HOMERO  5  P.1  D.A;Buenos Aires;LOMAS DEL MIRADOR;;Si;NO
VIÑAS,MARIA ANDREA;30657420642;GINECOLOGIA Y OBSTETRICIA;OSMISS-100;;4392-3888 / 4245-1888;PEREYRA LUCENA 360;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VIÑAS,MARIA ANDREA;30657420642;GINECOLOGIA Y OBSTETRICIA;OSMISS-150;;4392-3888 / 4245-1888;PEREYRA LUCENA 360;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VIÑAS,MARIA ANDREA;30657420642;GINECOLOGIA Y OBSTETRICIA;OSMISS-200;;4392-3888 / 4245-1888;PEREYRA LUCENA 360;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VIOLA, MARCELA CLAUDIA;27166022741;GINECOLOGIA;OSMISS-100;;4290-2432;AZCUENAGA-256;Buenos Aires;MONTE GRANDE;;Si;NO
VIOLA, MARCELA CLAUDIA;27166022741;GINECOLOGIA;OSMISS-150;;4290-2432;AZCUENAGA-256;Buenos Aires;MONTE GRANDE;;Si;NO
VIOLA, MARCELA CLAUDIA;27166022741;GINECOLOGIA;OSMISS-200;;4290-2432;AZCUENAGA-256;Buenos Aires;MONTE GRANDE;;Si;NO
VIRGEN DEL CARMEN - FARMAR II;30647675502;FARMACIA;OSMISS-100;farmar1@boreal.com;0381-4221842;SAN MARTIN 675;Catamarca;SAN FERNANDO DEL VALLE DE CATAMARCA;3867;Si;NO
VIRGEN DEL CARMEN - FARMAR II;30647675502;FARMACIA;OSMISS-150;farmar1@boreal.com;0381-4221842;SAN MARTIN 675;Catamarca;SAN FERNANDO DEL VALLE DE CATAMARCA;3867;Si;NO
VIRGEN DEL CARMEN - FARMAR II;30647675502;FARMACIA;OSMISS-200;farmar1@boreal.com;0381-4221842;SAN MARTIN 675;Catamarca;SAN FERNANDO DEL VALLE DE CATAMARCA;3867;Si;NO
VIRGILI, ANALIA ROXANA;27219812219;OFTALMOLOGIA;OSMISS-100;;46615030 / 46616966;JUNCAL-258;Buenos Aires;ITUZAINGO;;Si;NO
VIRGILI, ANALIA ROXANA;27219812219;OFTALMOLOGIA;OSMISS-150;;46615030 / 46616966;JUNCAL-258;Buenos Aires;ITUZAINGO;;Si;NO
VIRGILI, ANALIA ROXANA;27219812219;OFTALMOLOGIA;OSMISS-200;;46615030 / 46616966;JUNCAL-258;Buenos Aires;ITUZAINGO;;Si;NO
VIRGILI, ANALIA ROXANA - MORENO;27219812219;OFTALMOLOGIA;OSMISS-100;;0237-4661770;INT. PAGANO-2672;Buenos Aires;MORENO;;Si;NO
VIRGILI, ANALIA ROXANA - MORENO;27219812219;OFTALMOLOGIA;OSMISS-150;;0237-4661770;INT. PAGANO-2672;Buenos Aires;MORENO;;Si;NO
VIRGILI, ANALIA ROXANA - MORENO;27219812219;OFTALMOLOGIA;OSMISS-200;;0237-4661770;INT. PAGANO-2672;Buenos Aires;MORENO;;Si;NO
VISCO,MARIA INES;30657420642;GINECOLOGIA Y OBSTETRICIA;OSMISS-100;;4243-7135;ITALIA 17-1-;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VISCO,MARIA INES;30657420642;GINECOLOGIA Y OBSTETRICIA;OSMISS-150;;4243-7135;ITALIA 17-1-;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VISCO,MARIA INES;30657420642;GINECOLOGIA Y OBSTETRICIA;OSMISS-200;;4243-7135;ITALIA 17-1-;Buenos Aires;LOMAS DE ZAMORA;;Si;NO
VISION;30716095807;OPTICA;OSMISS-100;;02346-426163;Pellegrini 18;Buenos Aires;CHIVILCOY;1204;No;NO
VISION;30716095807;OPTICA;OSMISS-150;;02346-426163;Pellegrini 18;Buenos Aires;CHIVILCOY;1204;No;NO
VISION;30716095807;OPTICA;OSMISS-200;;02346-426163;Pellegrini 18;Buenos Aires;CHIVILCOY;1204;No;NO
VISTALENT;30716095807;OPTICA;OSMISS-100;;0381-3185715;Junin 616;Tucumán;SM DE TUCUMAN;36252;No;NO
VISTALENT;30716095807;OPTICA;OSMISS-150;;0381-3185715;Junin 616;Tucumán;SM DE TUCUMAN;36252;No;NO
VISTALENT;30716095807;OPTICA;OSMISS-200;;0381-3185715;Junin 616;Tucumán;SM DE TUCUMAN;36252;No;NO
VISTALENT (GRUPO VISTALLI);30716095807;OPTICA;OSMISS-100;;0381-3185715;Junín 616;Tucumán;SM DE TUCUMAN;36252;No;NO
VISTALENT (GRUPO VISTALLI);30716095807;OPTICA;OSMISS-150;;0381-3185715;Junín 616;Tucumán;SM DE TUCUMAN;36252;No;NO
